1023,1028,1617,1976,2002,2015,2269,2554,3476,3532,4042,4073,4230,4531,4579,4623,4922,4947,4985,5068,5694,5828,5842,5872,6022,6348,6512,6701,6726,6733,6999,7001,7064
0.389,2.601,0.366,0.332,0.12,0.667,0.0,10.537,0.166,0.123,0.0,0.454,0.104,0.29,1.1,1.268,1.187,0.105,0.112,0.205,0.224,0.241,3.84,0.664,0.796,0.869,0.169,2.594,0.015,9.414,0.0243992317423542,0.092,0.202
0.39,2.4,0.387,0.523,0.103,0.616,0.0,10.986,1.743,0.124,0.0,0.436,0.104,0.24,1.057,1.532,0.842,0.123,0.113,0.206,0.208,0.211,3.724,0.704,0.769,0.941,0.211,2.612,0.015,9.349,0.016399231742354192,0.092,0.254
0.4,2.347,0.389,2.063,0.109,0.72,0.0,10.359,0.573,0.124,0.0,0.488,0.103,0.24,1.099,1.558,0.836,0.08,0.111,0.206,0.14,0.276,3.725,0.666,0.778,0.869,0.194,2.603,0.015,3.968,0.021399231742354197,0.093,0.208
0.387,2.127,0.37,0.499,0.122,0.584,0.0,10.89,0.165,0.124,0.0,0.413,0.102,0.258,1.054,1.887,0.853,0.122,0.113,0.207,0.071,0.233,3.004,0.695,0.77,0.872,0.172,2.501,0.015,2.453,0.0243992317423542,0.093,0.214
0.386,2.334,0.387,0.504,0.125,0.59,0.0,10.573,0.16,0.123,0.0,0.624,0.099,0.298,1.056,1.765,0.857,0.103,0.112,0.209,0.057,0.213,3.133,0.676,0.646,0.875,0.216,2.562,0.015,3.064,0.018399231742354194,0.094,0.269
0.384,2.142,0.391,0.474,0.121,0.589,0.0,10.893,0.735,0.123,0.0,0.406,0.099,0.302,1.089,1.865,1.128,0.101,0.115,0.209,0.074,0.275,3.104,0.673,0.881,0.858,0.179,2.466,0.015,2.564,0.016399231742354192,0.094,0.229
0.388,2.389,0.373,0.491,0.119,0.58,0.0,10.747,0.156,0.123,0.0,0.499,0.1,0.329,1.058,1.386,0.833,0.104,0.115,0.209,0.057,0.238,2.158,0.692,0.868,0.987,0.246,2.568,0.015,2.875,0.016399231742354192,0.094,0.344
0.382,3.441,0.386,0.549,0.119,0.724,0.0,11.195,0.177,0.123,0.0,0.425,0.1,0.308,1.083,1.494,0.83,0.101,0.096,0.21,0.073,0.213,1.306,0.661,0.784,0.915,0.481,2.492,0.015,2.828,0.017399231742354193,0.094,0.327
0.38,2.725,0.392,0.449,0.102,0.653,0.0,10.52,0.178,0.123,0.0,0.47,0.1,0.296,1.046,1.254,0.823,0.105,0.105,0.21,0.059,0.27,1.034,0.724,0.789,0.933,0.176,2.549,0.015,2.484,0.018399231742354194,0.094,0.282
0.38,2.295,0.374,0.471,0.11,0.677,0.0,10.913,0.163,0.124,0.0,0.557,0.1,0.245,1.047,1.471,0.8,0.101,0.116,0.21,0.057,0.242,0.853,0.693,0.757,0.931,0.194,2.516,0.015,2.528,0.019399231742354195,0.094,0.242
0.38,2.245,0.385,0.439,0.123,0.599,0.0,10.871,0.165,0.124,0.0,0.441,0.099,0.245,1.082,1.408,0.85,0.091,0.118,0.209,0.078,0.213,0.783,0.712,0.783,0.901,0.221,2.503,0.015,2.649,0.018399231742354194,0.093,0.161
0.38,2.24,0.391,0.477,0.131,0.816,0.0,11.391,0.174,0.123,0.0,0.479,0.101,0.269,1.039,1.837,1.107,0.115,0.109,0.209,0.057,0.268,0.793,0.659,0.768,0.935,0.362,2.553,0.015,2.459,0.018399231742354194,0.093,0.029
0.38,2.425,0.371,0.458,0.128,0.68,0.0,9.536,0.167,0.124,0.0,0.414,0.1,0.287,1.088,1.69,0.849,0.08,0.115,0.209,0.057,0.24,0.956,0.729,0.75,0.869,0.235,0.554,0.015,2.776,0.0,0.093,0.029
0.379,2.082,0.378,0.498,0.12,0.584,0.0,9.751,0.167,0.123,0.0,0.482,0.101,0.292,1.036,1.872,0.827,0.289,0.117,0.208,0.077,0.211,0.854,2.749,0.778,0.867,0.169,0.413,0.015,2.606,0.0,0.092,0.071
0.38,2.233,0.382,0.463,0.119,0.579,0.0,10.054,0.172,0.123,0.0,0.529,0.102,1.488,1.049,14.055,0.85,2.066,0.114,0.21,0.057,0.261,0.797,4.928,0.768,0.779,0.818,0.317,0.015,2.632,0.0,0.092,0.028
0.38,3.196,0.365,0.395,0.102,0.572,0.0,11.831,0.165,0.124,0.0,1.094,0.1,1.299,1.417,15.305,0.852,1.238,0.113,0.212,0.057,0.248,0.82,5.57,0.737,0.78,1.557,0.425,0.015,2.708,0.0,0.092,0.029
0.4,2.696,0.373,0.469,0.105,0.931,4.651325322225083,8.541,0.163,0.123,0.0,2.222,0.103,1.092,2.976,12.962,1.37,0.126,0.114,0.211,0.077,0.212,0.769,6.282,0.665,0.834,1.356,0.349,0.015,2.255,0.0,0.091,0.063
0.792,7.278,0.378,0.464,0.217,3.326,15.085325322225083,8.05,0.18,1.506,0.43179270327878105,2.495,0.101,1.182,4.872,13.062,2.273,0.102,0.09,0.206,0.059,0.253,0.839,6.647,1.103,1.536,0.981,0.379,0.014,2.697,0.0,0.09,0.037
2.299,6.904,0.359,0.462,0.321,3.252,16.848325322225083,7.277,0.171,4.852,0.375792703278781,2.174,0.102,1.224,5.806,14.221,3.294,0.117,0.394,0.207,0.688,0.246,0.999,7.622,1.525,1.107,0.44,0.411,0.014,2.486,0.0,0.09,0.029
3.066,9.255,0.372,0.486,2.018,3.16,17.635325322225082,5.002,0.292,4.893,1.940792703278781,3.808,0.101,1.334,5.155,13.282,2.232,0.113,0.662,0.206,0.742,0.208,1.195,7.762,1.394,1.149,0.444,0.307,1.291,2.123,0.0,0.09,0.036
2.452,11.447,0.378,0.563,0.929,3.35,16.16932532222508,9.461,1.161,4.763,1.900792703278781,3.798,0.101,1.104,5.167,10.939,2.379,0.102,0.615,0.206,0.757,0.249,1.099,9.548,1.366,1.365,0.423,0.409,1.62,2.672,0.0,0.09,0.064
2.366,10.898,0.359,0.299,1.57,3.613,15.818325322225084,8.886,3.3,4.786,1.3877927032787811,4.214,0.121,1.125,5.755,13.318,2.317,0.104,0.663,0.205,0.753,0.248,1.072,7.748,1.779,1.327,0.536,0.3,1.544,1.785,0.0,0.09,0.976
2.817,11.529,0.371,0.312,0.995,3.341,15.755325322225085,9.251,1.954,4.779,0.29179270327878104,4.185,0.099,1.377,5.358,14.119,2.068,0.08,0.623,0.204,0.747,0.207,1.009,9.764,1.786,1.272,0.454,0.414,1.556,6.522,0.0,0.264,1.523
2.674,10.548,0.377,0.234,1.055,3.55,17.786325322225082,9.247,2.446,4.811,0.0,3.827,0.099,1.149,5.335,14.54,2.264,0.124,0.621,0.203,0.729,0.246,1.042,8.618,1.599,1.224,1.365,0.311,1.578,13.131,0.0,0.089,1.462
2.581,10.939,0.356,0.28,2.012,3.247,16.79432532222508,8.9,1.258,4.908,0.0,3.83,0.101,1.068,5.336,8.396,2.639,0.121,0.658,0.33,0.768,0.253,0.958,8.666,1.476,1.165,0.498,4.4,1.568,8.656,0.0,0.089,1.629
2.439,10.948,0.376,0.42,1.55,3.515,15.551325322225084,9.673,0.88,5.424,0.0,3.848,0.101,1.07,5.302,9.975,2.516,0.079,0.661,1.564,0.72,0.21,1.785,8.479,1.481,1.495,0.558,2.543,1.567,8.854,0.0,0.089,1.381
2.041,10.581,0.382,0.82,1.012,3.925,14.879325322225084,9.167,5.865,5.324,0.521792703278781,3.99,0.102,1.081,5.956,12.022,2.475,0.23,0.719,1.908,0.738,0.251,2.152,6.741,1.481,1.429,0.398,0.417,1.555,9.409,0.0,0.089,1.166
1.919,10.221,0.363,0.558,0.995,3.199,14.278325322225085,8.64,2.377,5.385,1.155792703278781,3.968,0.102,1.103,5.277,10.243,2.446,0.218,0.657,2.275,0.707,0.266,1.838,7.117,1.636,1.203,0.826,0.31,1.559,8.244,0.0,0.089,1.134
2.376,10.198,0.379,0.339,1.081,3.299,16.638325322225082,8.879,7.566,5.355,1.2457927032787812,3.956,0.101,1.255,5.272,7.711,2.597,0.235,0.621,2.251,0.751,0.21,1.462,8.309,1.217,1.204,1.6,0.418,1.561,9.171,0.0,0.089,1.115
2.545,11.251,0.382,0.287,1.05,3.419,16.03032532222508,9.864,1.124,5.354,1.5367927032787811,4.258,0.102,1.173,5.7,8.724,2.317,0.16,0.645,2.254,0.711,0.236,1.289,8.138,1.396,1.212,1.313,0.307,1.561,9.368,0.0,0.089,1.421
2.65,10.804,0.363,0.275,1.413,3.133,18.467325322225083,8.804,1.289,5.446,1.311792703278781,3.989,0.102,1.14,5.373,7.58,2.386,0.201,0.655,2.2545,0.711,0.297,1.395,7.461,1.93,1.585,1.391,0.501,1.562,8.663,0.0,0.089,1.441
2.745,10.892,0.376,0.295,0.986,3.131,17.813325322225083,8.481,6.367,5.348,1.6167927032787812,3.999,0.102,1.092,5.359,6.304,2.912,0.23,0.633,2.2585,0.735,0.211,1.07,7.568,2.0,1.306,1.529,0.468,1.566,10.307,0.0,0.089,1.131
