1023,1028,1617,1976,2002,2015,2269,2554,3476,3532,4042,4073,4230,4531,4579,4623,4922,4947,4985,5068,5694,5828,5842,5872,6022,6348,6512,6701,6726,6733,6999,7001,7064
0.389,2.601,0.366,0.332,0.12,0.667,0.328,10.537,0.049965116944087166,0.123,0.077,0.454,0.104,0.29,1.1,1.268,1.187,0.105,0.112,0.205,0.224,0.241,3.84,0.664,0.5633768584249373,0.869,0.169,1.894711732309115,0.015,9.414,0.315,0.092,0.202
0.39,2.4,0.387,0.523,0.103,0.616,0.33,10.986,0.5246337279129153,0.124,0.078,0.436,0.104,0.24,1.057,1.532,0.842,0.123,0.113,0.206,0.208,0.211,3.724,0.704,0.5442673418703226,0.941,0.211,1.9078593079380912,0.015,9.349,0.307,0.092,0.254
0.4,2.347,0.389,2.063,0.109,0.72,0.593,10.359,0.17246995186121652,0.124,0.146,0.488,0.103,0.24,1.099,1.558,0.836,0.08,0.111,0.206,0.14,0.276,3.725,0.666,0.5506371807218609,0.869,0.194,1.9012855201236034,0.015,3.968,0.312,0.093,0.208
0.387,2.127,0.37,0.499,0.122,0.584,0.561,10.89,0.0496641222637011,0.124,0.106,0.413,0.102,0.258,1.054,1.887,0.853,0.122,0.113,0.207,0.071,0.233,3.004,0.695,0.5449751017427158,0.872,0.172,1.8267825915594051,0.015,2.453,0.315,0.093,0.214
0.386,2.334,0.387,0.504,0.125,0.59,0.536,10.573,0.04815914886177076,0.123,0.075,0.624,0.099,0.298,1.056,1.765,0.857,0.103,0.112,0.209,0.057,0.213,3.133,0.676,0.45721287756596674,0.875,0.216,1.8713382645242687,0.015,3.064,0.309,0.094,0.269
0.384,2.142,0.391,0.474,0.121,0.589,0.54,10.893,0.22123109008375944,0.123,0.076,0.406,0.099,0.302,1.089,1.865,1.128,0.101,0.115,0.209,0.074,0.275,3.104,0.673,0.623536447578354,0.858,0.179,1.8012178611697294,0.015,2.564,0.307,0.094,0.229
0.388,2.389,0.373,0.491,0.119,0.58,0.552,10.747,0.04695517014022649,0.123,0.153,0.499,0.1,0.329,1.058,1.386,0.833,0.104,0.115,0.209,0.057,0.238,2.158,0.692,0.6143355692372432,0.987,0.246,1.8757207897339274,0.015,2.875,0.307,0.094,0.344
0.382,3.441,0.386,0.549,0.119,0.724,0.432,11.195,0.0532760584283339,0.123,0.097,0.425,0.1,0.308,1.083,1.494,0.83,0.101,0.096,0.21,0.073,0.213,1.306,0.661,0.5548837399562196,0.915,0.481,1.8202088037449171,0.015,2.828,0.308,0.094,0.327
0.38,2.725,0.392,0.449,0.102,0.653,0.35,10.52,0.05357705310871997,0.123,0.077,0.47,0.1,0.296,1.046,1.254,0.823,0.105,0.105,0.21,0.059,0.27,1.034,0.724,0.5584225393181854,0.933,0.176,1.8618427932366748,0.015,2.484,0.309,0.094,0.282
0.38,2.295,0.374,0.471,0.11,0.677,0.304,10.913,0.04906213290292896,0.124,0.077,0.557,0.1,0.245,1.047,1.471,0.8,0.101,0.116,0.21,0.057,0.242,0.853,0.693,0.535774223401605,0.931,0.194,1.837738904583552,0.015,2.528,0.31,0.094,0.242
0.38,2.245,0.385,0.439,0.123,0.599,0.329,10.871,0.0496641222637011,0.124,0.164,0.441,0.099,0.245,1.082,1.408,0.85,0.091,0.118,0.209,0.078,0.213,0.783,0.712,0.5541759800838265,0.901,0.221,1.828243433295958,0.015,2.649,0.309,0.093,0.161
0.38,2.24,0.391,0.477,0.131,0.816,0.35,11.391,0.0523730743871757,0.123,0.085,0.479,0.101,0.269,1.039,1.837,1.107,0.115,0.109,0.209,0.057,0.268,0.793,0.659,0.5435595819979294,0.935,0.362,1.8647644767097806,0.015,2.459,0.309,0.093,0.029
0.38,2.425,0.371,0.458,0.128,0.68,0.426,9.536,0.05026611162447323,0.124,0.074,0.414,0.1,0.287,1.088,1.69,0.849,0.08,0.115,0.209,0.057,0.24,0.956,0.729,0.5308199042948529,0.869,0.235,0.40465316102515414,0.015,2.776,0.218,0.093,0.029
0.379,2.082,0.378,0.498,0.12,0.584,0.342,9.751,0.05026611162447323,0.123,0.071,0.482,0.101,0.292,1.036,1.872,0.827,0.289,0.117,0.208,0.077,0.211,0.854,2.749,0.5506371807218609,0.867,0.169,0.3016638185981744,0.015,2.606,0.149,0.092,0.071
0.38,2.233,0.382,0.463,0.119,0.579,0.306,10.054,0.05177108502640356,0.123,0.162,0.529,0.102,1.488,1.049,14.055,0.85,2.066,0.114,0.21,0.057,0.261,0.797,4.928,0.5435595819979294,0.779,0.818,0.23154341524363511,0.015,2.632,0.134,0.092,0.028
0.38,3.196,0.365,0.395,0.102,0.572,0.39,11.831,0.0496641222637011,0.124,0.066,1.094,0.1,1.299,1.417,15.305,0.852,1.238,0.113,0.212,0.057,0.248,0.82,5.57,0.5216190259537422,0.78,1.557,0.3104288690174919,0.015,2.708,0.133,0.092,0.029
0.4,2.696,0.373,0.469,0.105,0.931,5.708,8.541,0.04906213290292896,0.123,0.068,2.222,0.103,1.092,2.976,12.962,1.37,0.126,0.114,0.211,0.077,0.212,0.769,6.282,0.47066031514143636,0.834,1.356,0.25491688302848153,0.015,2.255,0.136,0.091,0.063
0.792,7.278,0.378,0.464,0.217,3.326,16.142,8.05,0.0541790424694921,1.506,0.871,2.495,0.101,1.182,4.872,13.062,2.273,0.102,0.09,0.206,0.059,0.253,0.839,6.647,0.7806591392496305,1.536,0.981,0.2768295090767751,0.014,2.697,0.134,0.09,0.037
2.299,6.904,0.359,0.462,0.321,3.252,17.905,7.277,0.0514700903460175,4.852,0.815,2.174,0.102,1.224,5.806,14.221,3.294,0.117,0.394,0.207,0.688,0.246,0.999,7.622,1.0793338053995343,1.107,0.44,0.30020297686162156,0.014,2.486,0.136,0.09,0.029
3.066,9.255,0.372,0.486,2.018,3.16,18.692,5.002,0.08789044667273163,4.893,2.38,3.808,0.101,1.334,5.155,13.282,2.232,0.113,0.662,0.206,0.742,0.208,1.195,7.762,0.9866172621160334,1.149,0.444,0.2242392065608706,1.291,2.123,0.134,0.09,0.036
2.452,11.447,0.378,0.563,0.929,3.35,17.226,9.461,0.3494548239282241,4.763,2.34,3.798,0.101,1.104,5.167,10.939,2.379,0.102,0.615,0.206,0.757,0.249,1.099,9.548,0.9667999856890256,1.365,0.423,0.29874213512506864,1.62,2.672,0.134,0.09,0.064
2.366,10.898,0.359,0.299,1.57,3.613,16.875,8.886,0.9932824452740219,4.786,1.827,4.214,0.121,1.125,5.755,13.318,2.317,0.104,0.663,0.205,0.753,0.248,1.072,7.748,1.2591048129873912,1.327,0.536,0.21912626048293543,1.544,1.785,0.133,0.09,0.976
2.817,11.529,0.371,0.312,0.995,3.341,16.812,9.251,0.5881436054743754,4.779,0.731,4.185,0.099,1.377,5.358,14.119,2.068,0.08,0.623,0.204,0.747,0.207,1.009,9.764,1.2640591320941432,1.272,0.454,0.3023942394664509,1.556,6.522,0.133,0.264,1.523
2.674,10.548,0.377,0.234,1.055,3.55,18.843,9.247,0.7362329882243206,4.811,0.076,3.827,0.099,1.149,5.335,14.54,2.264,0.124,0.621,0.203,0.729,0.246,1.042,8.618,1.1317080359566265,1.224,1.365,0.2271608900339764,1.578,13.131,0.131,0.089,1.462
2.581,10.939,0.356,0.28,2.012,3.247,17.851,8.9,0.3786513079256726,4.908,0.074,3.83,0.101,1.068,5.336,8.396,2.639,0.121,0.658,0.33,0.768,0.253,0.958,8.666,1.0446535716522707,1.165,0.498,3.213851820416387,1.568,8.656,0.131,0.089,1.629
2.439,10.948,0.376,0.42,1.55,3.515,16.608,9.673,0.2648753187397392,5.424,0.075,3.848,0.101,1.07,5.302,9.975,2.516,0.079,0.661,1.564,0.72,0.21,1.785,8.479,1.0481923710142365,1.495,0.558,1.8574602680270162,1.567,8.854,0.132,0.089,1.381
2.041,10.581,0.382,0.82,1.012,3.925,15.936,9.167,1.7653338004642845,5.324,0.961,3.99,0.102,1.081,5.956,12.022,2.475,0.23,0.719,1.908,0.738,0.251,2.152,6.741,1.0481923710142365,1.429,0.398,0.30458550207128027,1.555,9.409,0.133,0.089,1.166
