1023,1028,1617,1976,2002,2015,2269,2554,3476,3532,4042,4073,4230,4531,4579,4623,4922,4947,4985,5068,5694,5828,5842,5872,6022,6348,6512,6701,6726,6733,6999,7001,7064
0.389,2.601,0.366,0.332,0.12,0.24602397388586184,0.328,10.537,0.166,0.123,0.077,0.2753347020593366,0.104,0.29,1.1,0.3397357637028284,1.187,0.105,0.112,0.205,0.224,0.241,3.84,0.664,0.796,0.869,0.169,2.594,0.015,9.414,0.315,0.092,0.202
0.39,2.4,0.387,0.523,0.103,0.21253711198642936,0.33,10.986,1.743,0.124,0.078,0.2902223159142263,0.104,0.24,1.057,0.674135677227811,0.842,0.123,0.113,0.206,0.208,0.211,3.724,0.704,0.769,0.941,0.211,2.612,0.015,9.349,0.307,0.092,0.254
0.4,2.347,0.389,2.063,0.109,0.2227460955920797,0.593,10.359,0.573,0.124,0.146,0.12921282363359132,0.103,0.24,1.099,0.6013694290992024,0.836,0.08,0.111,0.206,0.14,0.276,3.725,0.666,0.778,0.869,0.194,2.603,0.015,3.968,0.312,0.093,0.208
0.387,2.127,0.37,0.499,0.122,0.14929187751988274,0.561,10.89,0.165,0.124,0.106,0.13558598442787415,0.102,0.258,1.054,0.4418321700414761,0.853,0.122,0.113,0.207,0.071,0.233,3.004,0.695,0.77,0.872,0.172,2.501,0.015,2.453,0.315,0.093,0.214
0.386,2.334,0.387,0.504,0.125,0.3893625735647499,0.536,10.573,0.16,0.123,0.075,0.4281788591740326,0.099,0.298,1.056,0.689827473237061,0.857,0.103,0.112,0.209,0.057,0.213,3.133,0.676,0.646,0.875,0.216,2.562,0.015,3.064,0.309,0.094,0.269
0.384,2.142,0.391,0.474,0.121,0.2686863197081761,0.54,10.893,0.735,0.123,0.076,0.19520801644729746,0.099,0.302,1.089,1.3949351026572672,1.128,0.101,0.115,0.209,0.074,0.275,3.104,0.673,0.881,0.858,0.179,2.466,0.015,2.564,0.307,0.094,0.229
0.388,2.389,0.373,0.491,0.119,0.3386312165963201,0.552,10.747,0.156,0.123,0.153,0.22538325582644672,0.1,0.329,1.058,0.33706175515384007,0.833,0.104,0.115,0.209,0.057,0.238,2.158,0.692,0.868,0.987,0.246,2.568,0.015,2.875,0.307,0.094,0.344
0.382,3.441,0.386,0.549,0.119,0.1731503283073091,0.432,11.195,0.177,0.123,0.097,0.16442624697905828,0.1,0.308,1.083,0.6789081713219283,0.83,0.101,0.096,0.21,0.073,0.213,1.306,0.661,0.784,0.915,0.481,2.492,0.015,2.828,0.308,0.094,0.327
0.38,2.725,0.392,0.449,0.102,0.4371522053710398,0.35,10.52,0.178,0.123,0.077,0.2851093903879071,0.1,0.296,1.046,0.8171915843309415,0.823,0.105,0.105,0.21,0.059,0.27,1.034,0.724,0.789,0.933,0.176,2.549,0.015,2.484,0.309,0.094,0.282
0.38,2.295,0.374,0.471,0.11,0.16381929543059326,0.304,10.913,0.163,0.124,0.077,0.20809080796191592,0.1,0.245,1.047,0.5956130157815114,0.8,0.101,0.116,0.21,0.057,0.242,0.853,0.693,0.757,0.931,0.194,2.516,0.015,2.528,0.31,0.094,0.242
0.38,2.245,0.385,0.439,0.123,0.14649866445999382,0.329,10.871,0.165,0.124,0.164,0.2536608415656896,0.099,0.245,1.082,0.2851481712435502,0.85,0.091,0.118,0.209,0.078,0.213,0.783,0.712,0.783,0.901,0.221,2.503,0.015,2.649,0.309,0.093,0.161
0.38,2.24,0.391,0.477,0.131,0.4142670150992977,0.35,11.391,0.174,0.123,0.085,0.3461396167042216,0.101,0.269,1.039,0.6476282744215485,1.107,0.115,0.109,0.209,0.057,0.268,0.793,0.659,0.768,0.935,0.362,2.553,0.015,2.459,0.309,0.093,0.029
