1023,1028,1617,1976,2002,2015,2269,2554,3476,3532,4042,4073,4230,4531,4579,4623,4922,4947,4985,5068,5694,5828,5842,5872,6022,6348,6512,6701,6726,6733,6999,7001,7064
0.389,2.601,0.366,0.3119124470669504,0.12,0.667,0.328,2.142534921117775,0.166,0.123,0.077,0.454,0.104,0.29,1.1,1.268,1.187,0.105,0.112,0.205,0.224,0.241,3.84,0.664,0.796,0.869,0.169,2.594,0.015,9.414,0.315,0.092,0.15868276484949798
0.39,2.4,0.387,0.11011300593058809,0.103,0.616,0.33,4.326272069275443,1.743,0.124,0.078,0.436,0.104,0.24,1.057,1.532,0.842,0.123,0.113,0.206,0.208,0.211,3.724,0.704,0.769,0.941,0.211,2.612,0.015,9.349,0.307,0.092,0.21246154238082002
0.4,2.347,0.389,0.17116486488791252,0.109,0.72,0.593,5.336509141669559,0.573,0.124,0.146,0.488,0.103,0.24,1.099,1.558,0.836,0.08,0.111,0.206,0.14,0.276,3.725,0.666,0.778,0.869,0.194,2.603,0.015,3.968,0.312,0.093,0.11849467181350347
0.387,2.127,0.37,0.32133712702145584,0.122,0.584,0.561,4.159595506601996,0.165,0.124,0.106,0.413,0.102,0.258,1.054,1.887,0.853,0.122,0.113,0.207,0.071,0.233,3.004,0.695,0.77,0.872,0.172,2.501,0.015,2.453,0.315,0.093,0.12816399226204753
0.386,2.334,0.387,0.17761565563886086,0.125,0.59,0.536,2.7440885609938763,0.16,0.123,0.075,0.624,0.099,0.298,1.056,1.765,0.857,0.103,0.112,0.209,0.057,0.213,3.133,0.676,0.646,0.875,0.216,2.562,0.015,3.064,0.309,0.094,0.22104449747735758
0.384,2.142,0.391,0.1992774927180543,0.121,0.589,0.54,2.8050381846710852,0.735,0.123,0.076,0.406,0.099,0.302,1.089,1.865,1.128,0.101,0.115,0.209,0.074,0.275,3.104,0.673,0.881,0.858,0.179,2.466,0.015,2.564,0.307,0.094,0.3384460189387483
0.388,2.389,0.373,0.15630965850416947,0.119,0.58,0.552,2.9750943883226246,0.156,0.123,0.153,0.499,0.1,0.329,1.058,1.386,0.833,0.104,0.115,0.209,0.057,0.238,2.158,0.692,0.868,0.987,0.246,2.568,0.015,2.875,0.307,0.094,0.1856096525539721
0.382,3.441,0.386,0.2007878225698924,0.119,0.724,0.432,5.45459791935186,0.177,0.123,0.097,0.425,0.1,0.308,1.083,1.494,0.83,0.101,0.096,0.21,0.073,0.213,1.306,0.661,0.784,0.915,0.481,2.492,0.015,2.828,0.308,0.094,0.34554430808700587
0.38,2.725,0.392,0.13696685413471785,0.102,0.653,0.35,3.247371760787892,0.178,0.123,0.077,0.47,0.1,0.296,1.046,1.254,0.823,0.105,0.105,0.21,0.059,0.27,1.034,0.724,0.789,0.933,0.176,2.549,0.015,2.484,0.309,0.094,0.33262987359363044
0.38,2.295,0.374,0.2613085003894534,0.11,0.677,0.304,5.211486085860417,0.163,0.124,0.077,0.557,0.1,0.245,1.047,1.471,0.8,0.101,0.116,0.21,0.057,0.242,0.853,0.693,0.757,0.931,0.194,2.516,0.015,2.528,0.31,0.094,0.13697839791743088
0.38,2.245,0.385,0.10374027619935222,0.123,0.599,0.329,4.225465175834027,0.165,0.124,0.164,0.441,0.099,0.245,1.082,1.408,0.85,0.091,0.118,0.209,0.078,0.213,0.783,0.712,0.783,0.901,0.221,2.503,0.015,2.649,0.309,0.093,0.3302179340245358
0.38,2.24,0.391,0.2795936527532129,0.131,0.816,0.35,2.306424492785696,0.174,0.123,0.085,0.479,0.101,0.269,1.039,1.837,1.107,0.115,0.109,0.209,0.057,0.268,0.793,0.659,0.768,0.935,0.362,2.553,0.015,2.459,0.309,0.093,0.30890357783370764
0.38,2.425,0.371,0.2968214863876366,0.128,0.68,0.426,4.822879379087896,0.167,0.124,0.074,0.414,0.1,0.287,1.088,1.69,0.849,0.08,0.115,0.209,0.057,0.24,0.956,0.729,0.75,0.869,0.235,0.554,0.015,2.776,0.218,0.093,0.21998931320262485
