4042,5694,2002,6348,4579,2269,6022,4922,3532,4623,6512,1976,7001,1023,1617,6701,6726,4985,7064,4230,5828,6999,5842,5872,5068,1028,6733,3476,2015,2554,4947,4531,4073
0.077,0.224,0.12,0.869,1.1,0.0,0.796,1.187,0.123,3.497311909562364,0.169,0.332,0.092,0.389,0.366,2.594,0.015,0.112,0.202,0.104,0.241,0.315,0.6532498763016794,0.664,0.205,2.601,9.414,0.166,0.667,10.537,0.105,0.29,0.454
0.078,0.208,0.103,0.941,1.057,0.0,0.769,0.842,0.124,3.8442728864598963,0.211,0.523,0.092,0.39,0.387,2.612,0.015,0.113,0.254,0.104,0.211,0.307,0.474251803850389,0.704,0.206,2.4,9.349,1.743,0.616,10.986,0.123,0.24,0.436
0.146,0.14,0.109,0.869,1.099,0.0,0.778,0.836,0.124,2.0904675086323667,0.194,2.063,0.093,0.4,0.389,2.603,0.015,0.111,0.208,0.103,0.276,0.312,0.5770874974299239,0.666,0.206,2.347,3.968,0.573,0.72,10.359,0.08,0.24,0.488
0.106,0.071,0.122,0.872,1.054,0.0,0.77,0.853,0.124,1.2521211304287043,0.172,0.499,0.093,0.387,0.37,2.501,0.015,0.113,0.214,0.102,0.233,0.315,0.44258108227037024,0.695,0.207,2.127,2.453,0.165,0.584,10.89,0.122,0.258,0.413
0.075,0.057,0.125,0.875,1.056,0.0,0.646,0.857,0.123,4.220351270685105,0.216,0.504,0.094,0.386,0.387,2.562,0.015,0.112,0.269,0.099,0.213,0.309,0.6231606813093565,0.676,0.209,2.334,3.064,0.16,0.59,10.573,0.103,0.298,0.624
0.076,0.074,0.121,0.858,1.089,0.0,0.881,1.128,0.123,1.4026281714283644,0.179,0.474,0.094,0.384,0.391,2.466,0.015,0.115,0.229,0.099,0.275,0.307,0.8913653919791082,0.673,0.209,2.142,2.564,0.735,0.589,10.893,0.101,0.302,0.406
0.153,0.057,0.119,0.987,1.058,0.0,0.868,0.833,0.123,1.4342972650688905,0.246,0.491,0.094,0.388,0.373,2.568,0.015,0.115,0.344,0.1,0.238,0.307,0.6725410068934636,0.692,0.209,2.389,2.875,0.156,0.58,10.747,0.104,0.329,0.499
0.097,0.073,0.119,0.915,1.083,0.0,0.784,0.83,0.123,3.563845891116951,0.481,0.549,0.094,0.382,0.386,2.492,0.015,0.096,0.327,0.1,0.213,0.308,0.8436304611427652,0.661,0.21,3.441,2.828,0.177,0.724,11.195,0.101,0.308,0.425
0.077,0.059,0.102,0.933,1.046,0.0,0.789,0.823,0.123,2.516777862802048,0.176,0.449,0.094,0.38,0.392,2.549,0.015,0.105,0.282,0.1,0.27,0.309,0.957464109414702,0.724,0.21,2.725,2.484,0.178,0.653,10.52,0.105,0.296,0.47
